"","degree","degree_spouse","count","weighted","percent","odds"
"970","Foreign Languages","Agriculture",125,11394,0.784349359695843,0.709854609566292
"971","Foreign Languages","Architecture",166,12505,0.860829273564728,1.10348397469662
"972","Foreign Languages","Art History",62,5683,0.391210936558844,1.57899800048475
"973","Foreign Languages","Biology",921,83197,5.72718217295199,1.06622148597353
"974","Foreign Languages","Business",1318,116606,8.02701785472121,0.703728029096648
"975","Foreign Languages","Chemistry",356,31243,2.15073082718775,1.42698193129838
"976","Foreign Languages","Communications",361,33098,2.27842681299043,0.846450860510103
"977","Foreign Languages","Computer Science",351,33264,2.28985405484663,0.78197826528012
"980","Foreign Languages","Criminal Justice",112,10517,0.723977726515813,0.600038989457051
"981","Foreign Languages","Economics",683,58223,4.00800182285159,1.70542486298853
"982","Foreign Languages","Education",1275,110069,7.57701857752867,0.544341347939861
"983","Foreign Languages","Engineering",1758,157735,10.8582891216099,1.12133640750116
"984","Foreign Languages","English",1034,87314,6.01059153874695,1.75359749893106
"985","Foreign Languages","Environmental Science",189,16189,1.11443143620467,1.03061640585146
"986","Foreign Languages","Ethnic and Cultural Studies",156,13646,0.939374351624493,2.17851934563723
"987","Foreign Languages","Family Studies",97,9505,0.654312854476829,0.71909184097856
"988","Foreign Languages","Finance",222,21382,1.47191135764582,0.782973283785786
"989","Foreign Languages","Fine Arts",381,35055,2.41314435704211,1.06650718021586
"990","Foreign Languages","Foreign Languages",816,72515,4.99184604338635,5.21845398054017
"991","Foreign Languages","General Science",102,9836,0.67709849938286,0.672007500567272
"992","Foreign Languages","History",854,70297,4.83916157087403,1.99483047463796
"995","Foreign Languages","Journalism",125,10658,0.733683998212945,0.819747495302807
"997","Foreign Languages","Liberal Arts",180,16959,1.1674373171039,0.852527597459399
"999","Foreign Languages","Linguistics",68,5620,0.386874091757999,1.83816962513641
"1000","Foreign Languages","Marketing",197,17184,1.18292604853549,0.572014463777792
"1001","Foreign Languages","Math and Stats",407,35624,2.45231363786244,1.40125049241443
"1003","Foreign Languages","Medical Sciences",306,26556,1.82808334176609,0.539773750028076
"1005","Foreign Languages","Music",181,15820,1.08902991665686,1.39463285339579
"1006","Foreign Languages","Nursing",214,19712,1.35695055102023,0.393226604661216
"1007","Foreign Languages","Performing Arts",74,6943,0.477947832575762,1.18023752030366
"1008","Foreign Languages","Philosophy and Religious Studies",417,34163,2.35174014176664,1.70976004904897
"1009","Foreign Languages","Physical Education",74,7413,0.5103020715662,0.706141933079014
"1010","Foreign Languages","Physics and Astronomy",334,29510,2.03143317576131,2.78969794511854
"1011","Foreign Languages","Policy Studies",134,12382,0.852362100382124,0.79021871150044
"1012","Foreign Languages","Political Science",744,60714,4.17947928950091,1.67566720011696
"1013","Foreign Languages","Psychology",629,53261,3.66642366568021,0.846138731282372
"1014","Foreign Languages","Social Science",660,57045,3.92690970895641,1.34711618478222
"1015","Foreign Languages","Transportation",38,3571,0.245823377520963,1.10972484410909
"1016","General Science","Accounting",376,40435,2.63032928717328,0.704760202314771
"1017","General Science","Agriculture",139,14692,0.955726422335844,0.864954815448571
"1018","General Science","Architecture",82,8357,0.543629574697839,0.696870508207298
"1020","General Science","Biology",733,71844,4.67351001131884,0.870060839154783
"1021","General Science","Business",1454,152160,9.89813043987354,0.867768269193168
"1022","General Science","Chemistry",221,20696,1.34629145362528,0.893246496781622
"1023","General Science","Communications",267,29780,1.93721296332436,0.719687578685364
"1024","General Science","Computer Science",320,36684,2.3863237188244,0.814922480610693
"1027","General Science","Criminal Justice",106,11328,0.736895515397526,0.61074537400178
"1028","General Science","Economics",218,24259,1.57806747069461,0.671475387802133
"1029","General Science","Education",2156,198538,12.9150566592509,0.927832062863268
"1030","General Science","Engineering",1154,120657,7.84883494008821,0.810549768146672
"1031","General Science","English",380,36597,2.38066429881738,0.694561606609669
"1032","General Science","Environmental Science",110,10455,0.680106162913235,0.628956487607842
"1033","General Science","Ethnic and Cultural Studies",32,3345,0.217594941649428,0.50462807924295
"1034","General Science","Family Studies",123,11948,0.777227014298167,0.854174805797414
"1035","General Science","Finance",207,21438,1.39455915069669,0.74182640095972
"1036","General Science","Fine Arts",360,38362,2.49547896907485,1.10289575407762
"1037","General Science","Foreign Languages",102,9834,0.639709613207915,0.668749618579932
"1038","General Science","General Science",2162,252096,16.3990476562195,16.2757480664596
"1039","General Science","History",255,23597,1.53500383799748,0.63276921869761
"1042","General Science","Journalism",81,9010,0.586107750152869,0.654860131919789
"1044","General Science","Liberal Arts",503,53332,3.4692895151113,2.53346901682054
"1046","General Science","Linguistics",39,4132,0.268789924931371,1.27711167463383
"1047","General Science","Marketing",196,22396,1.45687782157865,0.70448640739967
"1048","General Science","Math and Stats",192,17156,1.11601160506355,0.637688470783272
"1050","General Science","Medical Sciences",546,57837,3.76234339018774,1.11089813208803
"1052","General Science","Music",93,9299,0.604907432704943,0.774656100660431
"1053","General Science","Nursing",768,71934,4.6793645837399,1.35601861151989
"1055","General Science","Philosophy and Religious Studies",147,15664,1.0189558044833,0.740800539404332
"1056","General Science","Physical Education",72,7176,0.466804574372585,0.64595129554469
"1057","General Science","Physics and Astronomy",84,8995,0.585131988082693,0.803541902697802
"1058","General Science","Policy Studies",154,15471,1.00640099918036,0.93302705677875
"1059","General Science","Political Science",217,21131,1.37458855366041,0.551110246263129
"1060","General Science","Psychology",454,44189,2.8745300079362,0.663385131461369
"1061","General Science","Social Science",311,31555,2.05267814162861,0.704165808726557
"1063","History","Accounting",967,87157,2.33973247314691,0.626898763493975
"1064","History","Agriculture",293,25171,0.67571630599471,0.611539105294247
"1065","History","Architecture",250,20494,0.550162090304541,0.705244420508733
"1066","History","Art History",286,23854,0.640361398561751,2.58461451403224
"1067","History","Biology",1891,164308,4.41085355390644,0.821162537927432
"1068","History","Business",3097,279935,7.51486409433989,0.658827528684918
"1069","History","Chemistry",562,47109,1.26464262282408,0.839074115053432
"1070","History","Communications",1151,104903,2.81612441491252,1.0462088902138
"1071","History","Computer Science",539,50332,1.35116416166723,0.461418448874447
"1072","History","Construction",36,3523,0.0945750485089732,0.606013112499049
"1074","History","Criminal Justice",324,30646,0.822692857395967,0.681855002370226
"1075","History","Economics",1265,107267,2.8795860710792,1.22527822079772
"1076","History","Education",6463,545218,14.636394776601,1.05149429631541
"1077","History","Engineering",2188,190445,5.11250216102509,0.527968457834748
"1078","History","English",3123,258336,6.9350382434329,2.0233057395664
"1079","History","Environmental Science",398,34401,0.923495953379843,0.854041325428134
"1080","History","Ethnic and Cultural Studies",366,31063,0.83388723583146,1.93388216378822
"1081","History","Family Studies",463,39789,1.06813698697801,1.17388576894528
"1082","History","Finance",470,44056,1.18268473945822,0.62912143338435
"1083","History","Fine Arts",1025,91708,2.46190421477744,1.08805702975129
"1084","History","Foreign Languages",854,71479,1.91885605801104,2.00596367181267
"1085","History","General Science",255,23270,0.624683899745616,0.619986997879357
"1086","History","History",2960,243257,6.53024200259645,2.691938345598
"1088","History","Interdisciplinary",30,2523,0.0677300162895656,0.976761106532749
"1089","History","Journalism",495,43651,1.17181250140936,1.3092704375634
"1090","History","Law",54,4915,0.131943333358389,1.06428519505668
"1091","History","Liberal Arts",590,52750,1.41607544957375,1.03409692991769
"1092","History","Library Science",50,4165,0.111809559193833,1.46398624216983
"1093","History","Linguistics",163,14272,0.383132299835386,1.82039106848624
"1094","History","Marketing",593,53666,1.44066549908673,0.696646466015992
"1095","History","Math and Stats",883,74546,2.00118977182796,1.14347855654489
"1097","History","Medical Sciences",1117,95962,2.5761029818388,0.760639848829936
"1099","History","Music",367,31511,0.845913810265755,1.08329355171196
"1100","History","Nursing",1378,120731,3.24102758488131,0.939207411359682
"1101","History","Performing Arts",204,18176,0.487935305619954,1.20490051118684
"1102","History","Philosophy and Religious Studies",714,61091,1.63998986331583,1.19230415898008
"1103","History","Physical Education",226,18665,0.501062526375244,0.69335643012914
"1104","History","Physics and Astronomy",318,27197,0.73010434127123,1.0026274385777
"1105","History","Policy Studies",489,43341,1.16349054142135,1.0786640547044
"1106","History","Political Science",1875,164591,4.41845069802453,1.7714775970938
"1107","History","Psychology",2330,205199,5.50857376639023,1.27127081197785
"1108","History","Social Science",1930,164551,4.41737689673575,1.51536960383221
"1109","History","Transportation",51,4557,0.122332811823841,0.552249083730141
"1133","Interdisciplinary","Accounting",33,3576,3.37673865213737,0.904750417458872
"1134","Interdisciplinary","Agriculture",37,2504,2.36447247901342,2.13990263572641
"1137","Interdisciplinary","Biology",53,4716,4.45321573922815,0.829049012390582
"1138","Interdisciplinary","Business",129,11737,11.0829926063021,0.971644851076435
"1140","Interdisciplinary","Communications",34,3630,3.4277296720522,1.27342460745782
"1141","Interdisciplinary","Computer Science",45,3832,3.61847385765951,1.23569800584719
"1146","Interdisciplinary","Education",115,10726,10.128327400119,0.727630325934214
"1147","Interdisciplinary","Engineering",105,9842,9.29358551855034,0.959749310254472
"1148","Interdisciplinary","English",36,3372,3.18410591023692,0.928966783626537
"1156","Interdisciplinary","History",30,2616,2.47023163142935,1.01829491821639
"1157","Interdisciplinary","Interdisciplinary",60,5938,5.60712363433773,80.8625280592909
"1163","Interdisciplinary","Medical Sciences",34,2753,2.59959773750956,0.767577161991817
"1168","Interdisciplinary","Physical Education",31,2727,2.57504650569872,3.56327882317027
"1172","Interdisciplinary","Psychology",57,5124,4.83848122302906,1.11662649346444
"1175","Journalism","Accounting",496,46128,3.38175867873293,0.906095456887636
"1176","Journalism","Agriculture",153,13839,1.0145715911157,0.918211464096093
"1177","Journalism","Architecture",156,13379,0.980847844319455,1.25733386272567
"1178","Journalism","Art History",45,4104,0.300874471416925,1.21438393944762
"1179","Journalism","Biology",571,49551,3.6327073423928,0.676295996119288
"1180","Journalism","Business",1611,153768,11.273115429054,0.988313533041785
"1181","Journalism","Chemistry",157,13779,1.01017284153358,0.670236593272466
"1182","Journalism","Communications",749,67989,4.98444308897791,1.85175389271351
"1183","Journalism","Computer Science",308,30087,2.20575297795347,0.753258026309285
"1184","Journalism","Construction",32,3287,0.240978164607074,1.54412764282354
"1186","Journalism","Criminal Justice",151,13252,0.97153715770397,0.805218447623364
"1187","Journalism","Economics",437,38610,2.83059535609344,1.20443230568523
"1188","Journalism","Education",1414,127312,9.33356011331179,0.6705331782166
"1189","Journalism","Engineering",1189,108013,7.91870231022328,0.817764938379083
"1190","Journalism","English",696,61483,4.50747200929016,1.31506041762638
"1191","Journalism","Environmental Science",179,15971,1.17087382626699,1.08281441702979
"1192","Journalism","Ethnic and Cultural Studies",86,8841,0.648155750925204,1.50314927603624
"1193","Journalism","Family Studies",108,9766,0.715969806982868,0.786852959137824
"1194","Journalism","Finance",313,29336,2.15069529568395,1.1440479258404
"1195","Journalism","Fine Arts",426,37671,2.76175492513328,1.22057843937081
"1196","Journalism","Foreign Languages",125,10813,0.792727987190841,0.82871438483592
"1197","Journalism","General Science",81,9089,0.666337249197961,0.661327113126073
"1198","Journalism","History",495,43027,3.15441663783042,1.3003340581109
"1200","Journalism","Journalism",1218,112103,8.21855040673771,9.18261237470204
"1202","Journalism","Liberal Arts",196,18297,1.34139868506712,0.979564350542633
"1205","Journalism","Marketing",366,36925,2.70706380532894,1.30902504668269
"1206","Journalism","Math and Stats",188,15773,1.15635795264599,0.660742146767242
"1208","Journalism","Medical Sciences",311,29760,2.18177979273092,0.644209027892199
"1210","Journalism","Music",78,6884,0.504683202055096,0.646307054238101
"1211","Journalism","Nursing",282,26514,1.94380744033829,0.563289777395576
"1212","Journalism","Performing Arts",84,7688,0.563626446455488,1.39181104027193
"1213","Journalism","Philosophy and Religious Studies",163,15085,1.1059189574377,0.804024306974491
"1214","Journalism","Physical Education",115,10728,0.78649642528284,1.08833196699697
"1215","Journalism","Physics and Astronomy",74,6232,0.456883456596072,0.627422593365653
"1216","Journalism","Policy Studies",150,14009,1.0270347149317,0.952156688296975
"1217","Journalism","Political Science",563,49205,3.60734121980258,1.44628146076033
"1218","Journalism","Psychology",628,58630,4.29831146666041,0.991965854521208
"1219","Journalism","Social Science",462,38333,2.81028779552266,0.964061933861297
"1221","Law","Accounting",71,7476,3.97435488501164,1.06487334241105
"1225","Law","Biology",72,5935,3.15513593399466,0.587387269056334
"1226","Law","Business",214,22625,12.0277928402071,1.05447539186886
"1228","Law","Communications",66,6064,3.22371428875209,1.19763129972497
"1229","Law","Computer Science",65,7838,4.16679957045496,1.42294968839463
"1231","Law","Criminal Justice",47,4545,2.41619087110459,2.00256003185626
"1232","Law","Economics",53,5691,3.02542183662403,1.28733216695812
"1233","Law","Education",235,21601,11.483418923373,0.824981476456579
"1234","Law","Engineering",148,13685,7.27515337097169,0.751305585782039
"1235","Law","English",69,5876,3.12377063995832,0.911363974269654
"1239","Law","Finance",37,3421,1.81865543895463,0.967421452399933
"1240","Law","Fine Arts",35,3824,2.03289634567744,0.898453710442516
"1243","Law","History",54,4882,2.59534517771895,1.06986980353194
"1245","Law","Law",48,7730,4.10938513391386,33.1472504953871
"1246","Law","Liberal Arts",38,3291,1.74954546904405,1.27761531928241
"1249","Law","Marketing",54,6161,3.27528095860844,1.58379146703732
"1251","Law","Medical Sciences",67,5835,3.10197441867883,0.915912537050884
"1253","Law","Nursing",52,4426,2.35292866787875,0.681847967744532
"1259","Law","Political Science",75,8099,4.30555112542928,1.72621290575471
"1260","Law","Psychology",90,9316,4.95252676682296,1.14294607290965
"1261","Law","Social Science",63,5504,2.92600980298342,1.00376006270443
"1263","Liberal Arts","Accounting",618,60255,2.87994149782768,0.771640278388979
"1264","Liberal Arts","Agriculture",208,17456,0.834325098101069,0.755083790606403
"1265","Liberal Arts","Architecture",218,19212,0.918254685192355,1.1770967207318
"1266","Liberal Arts","Art History",56,4308,0.205904704549691,0.831068637377979
"1267","Liberal Arts","Biology",855,78022,3.72913111847168,0.694247117729098
"1268","Liberal Arts","Business",2716,267978,12.8082476591962,1.122898257943
"1269","Liberal Arts","Chemistry",233,22100,1.05628922250422,0.700833957026351
"1270","Liberal Arts","Communications",560,53202,2.54283706858233,0.944680942943061
"1271","Liberal Arts","Computer Science",477,50724,2.42439884716307,0.827924978783301
"1272","Liberal Arts","Construction",33,3250,0.155336650368267,0.995358469832488
"1274","Liberal Arts","Criminal Justice",278,28241,1.34980379786161,1.11872924832503
"1275","Liberal Arts","Economics",460,44333,2.11893529870043,0.901617422360719
"1276","Liberal Arts","Education",2422,216643,10.3546455217639,0.743889402738132
"1277","Liberal Arts","Engineering",2029,191726,9.16371527030967,0.946337522525595
"1278","Liberal Arts","English",745,66069,3.1578268163634,0.921299853534724
"1279","Liberal Arts","Environmental Science",222,18772,0.897224492527112,0.829745663420951
"1280","Liberal Arts","Ethnic and Cultural Studies",81,7634,0.364873842741955,0.846185112151416
"1281","Liberal Arts","Family Studies",168,14870,0.710724920300349,0.78108879829559
"1282","Liberal Arts","Finance",384,37849,1.80902673224263,0.962299901724458
"1283","Liberal Arts","Fine Arts",538,51450,2.45909866506072,1.0868173388582
"1284","Liberal Arts","Foreign Languages",180,17402,0.831744119910335,0.869501645170103
"1285","Liberal Arts","General Science",503,54661,2.61257127562457,2.59292748066129
"1286","Liberal Arts","History",590,51443,2.45876409381378,1.01356750551908
"1288","Liberal Arts","Journalism",196,17940,0.857458310032836,0.958040919185376
"1289","Liberal Arts","Law",38,3309,0.158156608021107,1.27572773972231
"1290","Liberal Arts","Liberal Arts",2258,225695,10.7872939399588,7.87748069214681
"1292","Liberal Arts","Linguistics",45,4164,0.199022096041066,0.945621273046869
"1293","Liberal Arts","Marketing",345,33210,1.58730158730159,0.767554100918753
"1294","Liberal Arts","Math and Stats",293,27251,1.30248586436482,0.744239583048051
"1296","Liberal Arts","Medical Sciences",533,49691,2.37502569029218,0.701268317923301
"1298","Liberal Arts","Music",163,14722,0.703651128222041,0.901109190185842
"1299","Liberal Arts","Nursing",605,55589,2.65692586379127,0.769942311709196
"1300","Liberal Arts","Performing Arts",87,7703,0.368171759319004,0.909158222462236
"1301","Liberal Arts","Philosophy and Religious Studies",349,30141,1.44061599346152,1.04735544015101
"1302","Liberal Arts","Physical Education",162,16256,0.776970027195863,1.07514959813883
"1303","Liberal Arts","Physics and Astronomy",119,11423,0.545972479125144,0.749765491326189
"1304","Liberal Arts","Policy Studies",222,23440,1.12033571834837,1.03865536767479
"1305","Liberal Arts","Political Science",565,51509,2.46191862271356,0.9870505193697
"1306","Liberal Arts","Psychology",824,74841,3.57709238468046,0.825522658197831
"1307","Liberal Arts","Social Science",644,57022,2.72541737763057,0.934947159721158
"1308","Liberal Arts","Transportation",59,5799,0.27716838014941,1.25122612201265
"1309","Library Science","Accounting",51,4818,4.14305492256494,1.11007416942946
"1310","Library Science","Agriculture",30,2386,2.05174949050227,1.85688098355533
"1312","Library Science","Biology",65,5880,5.05628122554626,0.941320782423144
"1313","Library Science","Business",138,12784,10.9931121066979,0.963765078631025
"1316","Library Science","Computer Science",31,3501,3.01055111745535,1.02809412675102
"1320","Library Science","Education",190,15518,13.3441108942223,0.958655485020926
"1321","Library Science","Engineering",226,19895,17.1079447248712,1.76673822299324
"1322","Library Science","English",47,4360,3.74921533050709,1.0938380191094
"1330","Library Science","History",50,4224,3.63226732937201,1.49731645760605
"1337","Library Science","Math and Stats",31,2381,2.04744993163701,1.16991148796358
"1347","Library Science","Political Science",30,2515,2.16267810922599,0.867076635392726
"1348","Library Science","Psychology",39,3315,2.85060752766766,0.65786440316324
"1349","Library Science","Social Science",40,3122,2.68464455546861,0.920960431966781
"1351","Linguistics","Accounting",89,8146,2.54923375904014,0.683031920945134
"1355","Linguistics","Biology",181,15672,4.90444285191224,0.913053313712135
"1356","Linguistics","Business",308,31189,9.76037953728247,0.855691737658286
"1357","Linguistics","Chemistry",53,4190,1.31123121168404,0.869984644643292
"1358","Linguistics","Communications",62,5866,1.83572369635766,0.681983736788165
"1359","Linguistics","Computer Science",129,11625,3.63796249065083,1.24235309933079
"1363","Linguistics","Economics",157,14930,4.67223913853048,1.9880610230296
"1364","Linguistics","Education",210,19064,5.96594554165741,0.428600098188538
"1365","Linguistics","Engineering",476,44593,13.9550676426316,1.44114110603301
"1366","Linguistics","English",186,15001,4.69445809223682,1.36961380969411
"1367","Linguistics","Environmental Science",54,4997,1.56377622071245,1.44616687859255
"1370","Linguistics","Finance",49,4207,1.31655124285316,0.700330563289126
"1371","Linguistics","Fine Arts",85,9002,2.81711297555602,1.24504432473961
"1372","Linguistics","Foreign Languages",68,5586,1.74809965357209,1.82745609607794
"1373","Linguistics","General Science",39,3967,1.24144492046553,1.23211076607279
"1374","Linguistics","History",163,13731,4.29702046960228,1.77134521351606
"1377","Linguistics","Liberal Arts",45,4089,1.27962396767925,0.934452800769023
"1379","Linguistics","Linguistics",106,11240,3.51747943182067,16.7127317513765
"1380","Linguistics","Marketing",36,2898,0.906908842830632,0.438543874196155
"1381","Linguistics","Math and Stats",94,8892,2.78268924446169,1.59002653472851
"1383","Linguistics","Medical Sciences",58,6712,2.10047348277405,0.620201702024866
"1384","Linguistics","Music",45,3626,1.13473135407311,1.45315843674339
"1385","Linguistics","Nursing",32,2653,0.83023780539326,0.240592026650482
"1387","Linguistics","Philosophy and Religious Studies",71,6410,2.00596469376962,1.45837499757223
"1389","Linguistics","Physics and Astronomy",75,6452,2.01910830018745,2.77277244121387
"1391","Linguistics","Political Science",117,10049,3.14476430697206,1.26082171651266
"1392","Linguistics","Psychology",123,10807,3.38197510851299,0.780493482403754
"1393","Linguistics","Social Science",119,11126,3.48180392868655,1.19442373791085
"1395","Marketing","Accounting",1930,181697,5.73931094912461,1.53776884241758
"1396","Marketing","Agriculture",332,28458,0.898910334183768,0.813534911917595
"1397","Marketing","Architecture",219,20294,0.641031917981776,0.821729033757709
"1398","Marketing","Art History",61,5110,0.161410914599728,0.651483607323938
"1399","Marketing","Biology",1226,118047,3.7287816508325,0.694182144885803
"1400","Marketing","Business",4779,460476,14.545176577539,1.27517477278062
"1401","Marketing","Chemistry",265,25260,0.797894266690631,0.529392448049511
"1402","Marketing","Communications",1370,134277,4.24144293144964,1.57572442617409
"1403","Marketing","Computer Science",862,86553,2.73397238578283,0.933643228731797
"1404","Marketing","Construction",85,7289,0.230239560962312,1.47531739731077
"1406","Marketing","Criminal Justice",461,43530,1.37499356409514,1.13960693854177
"1407","Marketing","Economics",867,80372,2.53873151236973,1.08024314191076
"1408","Marketing","Education",3904,364244,11.5054710719106,0.826565572619209
"1409","Marketing","Engineering",2557,246544,7.7876502013846,0.804231188693281
"1410","Marketing","English",804,72386,2.28647562900507,0.667082143483687
"1411","Marketing","Environmental Science",260,22782,0.719621028651859,0.665499441953099
"1412","Marketing","Ethnic and Cultural Studies",82,7629,0.240979230426873,0.558859012014999
"1413","Marketing","Family Studies",303,28774,0.908891909333183,0.998874926081239
"1414","Marketing","Finance",1635,158465,5.00547565206377,2.66262972464432
"1415","Marketing","Fine Arts",752,72176,2.27984230374754,1.00759335653309
"1416","Marketing","Foreign Languages",197,17543,0.554135357108224,0.57929072409049
"1417","Marketing","General Science",196,22501,0.71074500771203,0.705401017711139
"1418","Marketing","History",593,52867,1.66992383994986,0.688386808610523
"1420","Marketing","Journalism",366,36177,1.14273241829244,1.27677814263684
"1421","Marketing","Law",54,5949,0.187912628366689,1.51574652251845
"1422","Marketing","Liberal Arts",345,33489,1.05782585499614,0.772483532995858
"1424","Marketing","Linguistics",36,2824,0.0892024310821196,0.423830898254386
"1425","Marketing","Marketing",2514,241630,7.63243039035856,3.69072989668968
"1426","Marketing","Math and Stats",416,37363,1.18019491236588,0.674362591778641
"1428","Marketing","Medical Sciences",936,87547,2.7653701253351,0.816524268928238
"1430","Marketing","Music",122,10862,0.343100852129598,0.439381639780046
"1431","Marketing","Nursing",887,84591,2.67199817551968,0.774309979654062
"1432","Marketing","Performing Arts",90,8612,0.272029510084708,0.671745790083029
"1433","Marketing","Philosophy and Religious Studies",210,19777,0.624701302943017,0.454169816956363
"1434","Marketing","Physical Education",333,34345,1.08486455223633,1.50120618400309
"1435","Marketing","Physics and Astronomy",80,7380,0.233114001907239,0.320127538923688
"1436","Marketing","Policy Studies",325,30394,0.960063275605504,0.890067711697717
"1437","Marketing","Political Science",763,73516,2.32216923634317,0.931020930223219
"1438","Marketing","Psychology",1221,116139,3.66851315277843,0.846620831500364
"1439","Marketing","Social Science",691,63981,2.02098468238849,0.693293608130083
"1440","Marketing","Transportation",100,8724,0.275567283555387,1.24399824847456
"1441","Math and Stats","Accounting",978,89621,3.34693453794744,0.896764848706907
"1442","Math and Stats","Agriculture",201,15492,0.578555359367578,0.523606211185308
"1443","Math and Stats","Architecture",158,13491,0.503827159387296,0.64584841758554
"1444","Math and Stats","Art History",96,8668,0.323710163632724,1.3065529578458
"1445","Math and Stats","Biology",1510,135394,5.05634678067479,0.941333069551102
"1446","Math and Stats","Business",2458,219083,8.18174824401801,0.717293195879895
"1447","Math and Stats","Chemistry",611,54781,2.04581985163409,1.35737485287043
"1448","Math and Stats","Communications",451,39018,1.45714388147458,0.541338736192616
"1449","Math and Stats","Computer Science",1161,107987,4.03282065530768,1.37719626219193
"1452","Math and Stats","Criminal Justice",153,14579,0.544458984264131,0.451252335756746
"1453","Math and Stats","Economics",823,75273,2.81110234738418,1.19613793685652
"1454","Math and Stats","Education",4299,366050,13.6702936545638,0.982088613652519
"1455","Math and Stats","Engineering",3104,280374,10.4706868272221,1.08130892697269
"1456","Math and Stats","English",1396,118725,4.43383585340277,1.29357702540291
"1457","Math and Stats","Environmental Science",308,25833,0.964744422833891,0.892187498457351
"1458","Math and Stats","Ethnic and Cultural Studies",124,10726,0.400567052967766,0.928962058765709
"1459","Math and Stats","Family Studies",310,26037,0.972362889998297,1.06862974558541
"1460","Math and Stats","Finance",363,33546,1.25278970341755,0.666413322676435
"1461","Math and Stats","Fine Arts",544,48640,1.81648158272908,0.802807911891234
"1462","Math and Stats","Foreign Languages",407,35182,1.31388682244191,1.37353172456241
"1463","Math and Stats","General Science",192,16647,0.621689327871938,0.617014913815962
"1464","Math and Stats","History",883,74250,2.77289797528031,1.14306184282788
"1467","Math and Stats","Journalism",188,15594,0.582364592949781,0.65067784250852
"1469","Math and Stats","Liberal Arts",293,27388,1.02281656224885,0.746918008980896
"1470","Math and Stats","Library Science",31,2609,0.0974342197643952,1.27576127270421
"1471","Math and Stats","Linguistics",94,8714,0.325428053287443,1.54621890838869
"1472","Math and Stats","Marketing",416,37610,1.40456151986926,0.679188536960607
"1473","Math and Stats","Math and Stats",2888,253817,9.47890431504005,5.41623906952743
"1475","Math and Stats","Medical Sciences",721,66048,2.46659078075844,0.728304499224325
"1477","Math and Stats","Music",259,22656,0.846098000376442,1.08352944178992
"1478","Math and Stats","Nursing",860,78702,2.9391598175153,0.85173002367518
"1479","Math and Stats","Performing Arts",97,8368,0.312506535449773,0.771699119943176
"1480","Math and Stats","Philosophy and Religious Studies",317,27897,1.04182538473259,0.7574267406688
"1481","Math and Stats","Physical Education",118,10397,0.388280407393797,0.537291679247828
"1482","Math and Stats","Physics and Astronomy",454,40770,1.52257307006301,2.09089778958645
"1483","Math and Stats","Policy Studies",263,23949,0.89438563784496,0.829178393099069
"1484","Math and Stats","Political Science",621,51844,1.936136331723,0.776249764663409
"1485","Math and Stats","Psychology",1260,109754,4.09881002530526,0.945924937532457
"1486","Math and Stats","Social Science",866,72492,2.70724471412822,0.928713302742042
"1487","Math and Stats","Transportation",43,3168,0.11831031361196,0.534090242116898
"1527","Medical Sciences","Accounting",1895,175236,3.39760440543086,0.910340905044759
"1528","Medical Sciences","Agriculture",803,66364,1.28671402429874,1.16450635914744
"1529","Medical Sciences","Architecture",396,34838,0.675464757677648,0.865868044072915
"1530","Medical Sciences","Art History",48,4282,0.0830225642222771,0.335094079012434
"1531","Medical Sciences","Biology",4001,361911,7.01699655307065,1.30634454578392
"1532","Medical Sciences","Business",5898,559243,10.8430144519755,0.950605823579223
"1533","Medical Sciences","Chemistry",1129,104512,2.0263554955625,1.34446007957115
"1534","Medical Sciences","Communications",1068,101942,1.97652644604096,0.73429262097078
"1535","Medical Sciences","Computer Science",1437,147109,2.85225744983068,0.974037201058705
"1536","Medical Sciences","Construction",135,12301,0.238500831970628,1.52825308727316
"1538","Medical Sciences","Criminal Justice",754,68956,1.33696962599518,1.10809231794625
"1539","Medical Sciences","Economics",1039,95353,1.84877406966062,0.786662567944517
"1540","Medical Sciences","Education",5821,511972,9.92648954927783,0.713129919155746
"1541","Medical Sciences","Engineering",6637,609348,11.8144870302933,1.22008325188021
"1542","Medical Sciences","English",1150,98583,1.91139968442895,0.557653266010542
"1543","Medical Sciences","Environmental Science",697,63235,1.22604667178788,1.13383794290088
"1544","Medical Sciences","Ethnic and Cultural Studies",124,11362,0.220294809596804,0.510889463821118
"1545","Medical Sciences","Family Studies",336,29015,0.562564152477667,0.618259744300671
"1546","Medical Sciences","Finance",1040,100480,1.94818011514582,1.03632141617652
"1547","Medical Sciences","Fine Arts",773,72950,1.4144082344734,0.625108276901317
"1548","Medical Sciences","Foreign Languages",306,26637,0.516457740118822,0.539902621263881
"1549","Medical Sciences","General Science",546,58039,1.12530280357234,1.1168420198994
"1550","Medical Sciences","History",1117,95111,1.8440819957368,0.760179339177178
"1552","Medical Sciences","Interdisciplinary",34,2984,0.0578559859036139,0.834363858329699
"1553","Medical Sciences","Journalism",311,29888,0.579490518326814,0.647466601325327
"1554","Medical Sciences","Law",67,6055,0.117398791771576,0.946965891844608
"1555","Medical Sciences","Liberal Arts",533,49282,0.95551564922986,0.697770773757364
"1557","Medical Sciences","Linguistics",58,6840,0.132618948921153,0.630117223404212
"1558","Medical Sciences","Marketing",936,87662,1.69965530706522,0.821883400510466
"1559","Medical Sciences","Math and Stats",721,67130,1.30156579547909,0.743713895696015
